dataset,left_side,right_side,threshold_value,adversarial_min,adversarial_max,adversarial_mean,adversarial_median,adversarial_stddev,advmod_min,advmod_max,advmod_mean,advmod_median,advmod_stddev
fashion_mnist,4.0,7.0,0.11,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.12,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.13,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.13999999999999999,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.14999999999999997,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.15999999999999998,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.16999999999999998,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.17999999999999997,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,4.0,7.0,0.18999999999999995,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06,0.9999760389328003,1.0,0.9999992847442627,1.0,4.168598024989478e-06
fashion_mnist,5.0,7.0,0.17999999999999997,5.7551499565988706e-08,0.9999998807907104,0.10280141979455948,0.005915221758186817,0.23393163084983826,1.954575168383599e-09,0.869416356086731,0.11141851544380188,0.001529662637040019,0.2339351922273636
fashion_mnist,5.0,7.0,0.18999999999999995,5.7551499565988706e-08,0.9999998807907104,0.10280141979455948,0.005915221758186817,0.23393163084983826,2.7642848010600574e-09,0.8835375905036926,0.10827112197875977,0.0024920699652284384,0.21928671002388
fashion_mnist,6.0,9.0,0.12,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,6.0,9.0,0.13,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,6.0,9.0,0.13999999999999999,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,6.0,9.0,0.14999999999999997,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,6.0,9.0,0.15999999999999998,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,6.0,9.0,0.16999999999999998,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,6.0,9.0,0.17999999999999997,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,6.0,9.0,0.18999999999999995,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006,0.0429956279695034,1.0,0.9626612067222595,1.0,0.16775643825531006
fashion_mnist,7.0,0.0,0.12,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,7.0,0.0,0.13,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,7.0,0.0,0.13999999999999999,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,7.0,0.0,0.14999999999999997,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,7.0,0.0,0.15999999999999998,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,7.0,0.0,0.16999999999999998,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,7.0,0.0,0.17999999999999997,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,7.0,0.0,0.18999999999999995,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841,0.9298776984214783,1.0,0.9976121187210083,1.0,0.01217533927410841
fashion_mnist,8.0,4.0,0.1,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.09827794134616852,0.9994818568229675,0.8063381910324097,0.9030144214630127,0.2506147027015686
fashion_mnist,8.0,4.0,0.11,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.10037720948457718,0.9994605183601379,0.8079549074172974,0.9042430520057678,0.24987931549549103
fashion_mnist,8.0,4.0,0.12,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.0951438620686531,0.9994223117828369,0.8004028797149658,0.8992000818252563,0.2549711763858795
fashion_mnist,8.0,4.0,0.13,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.08020078390836716,0.9993605017662048,0.7866734266281128,0.8885868787765503,0.264117032289505
fashion_mnist,8.0,4.0,0.13999999999999999,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.07089737057685852,0.9992908239364624,0.7724379301071167,0.8779920339584351,0.2708212733268738
fashion_mnist,8.0,4.0,0.14999999999999997,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.0581362284719944,0.999213457107544,0.7574812173843384,0.8647156953811646,0.27783074975013733
fashion_mnist,8.0,4.0,0.15999999999999998,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.05959257856011391,0.9991399049758911,0.7494402527809143,0.8569654822349548,0.28071486949920654
fashion_mnist,8.0,4.0,0.16999999999999998,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.04385886341333389,0.9990215301513672,0.7216200828552246,0.8299788236618042,0.29347050189971924
fashion_mnist,8.0,4.0,0.17999999999999997,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.043702516704797745,0.9989456534385681,0.718478798866272,0.828066349029541,0.2942814528942108
fashion_mnist,8.0,4.0,0.18999999999999995,0.007670329883694649,0.9995263814926147,0.5709779262542725,0.6931735277175903,0.3838452398777008,0.04205106943845749,0.9987581968307495,0.7139236927032471,0.8247630596160889,0.2946469783782959
