dataset,left_side,right_side,min,max,median,stddev
mnist,8.0,6.0,0.12415463131925826,0.4439053586018522,0.2187832905533164,0.2211596747464239,0.013877085862495857
mnist,8.0,7.0,0.13743880281577225,0.4486815160255655,0.2106901724435738,0.20870676471756888,0.01711716003891274
mnist,8.0,9.0,0.18444014736102185,0.32645143177151076,0.21616282478371365,0.21428565554499734,0.011713583216297877
mnist,9.0,0.0,0.14766464158757364,0.449452919033213,0.27740229656152565,0.2792468143739613,0.013787558997117184
mnist,9.0,1.0,0.1424916493674905,0.40503715114011674,0.19484157484826625,0.19346778697801661,0.01596603072052842
mnist,9.0,2.0,0.13366446814779007,0.4385918053465394,0.21369894427518063,0.21283834083001438,0.009109504014222053
mnist,9.0,3.0,0.15001356251749476,0.28827582732817797,0.19047226838530565,0.18964719885456802,0.009167330158344082
mnist,9.0,4.0,0.15399280419280426,0.41104143295980755,0.26344806113803415,0.25858849231640774,0.017349814807428084
mnist,9.0,5.0,0.22246652458959515,0.43557997722706626,0.25942953531942764,0.2593871181817559,0.0111925598676793
mnist,9.0,6.0,0.12271066176560791,0.38015325605619193,0.1829310803707249,0.1836060478432758,0.009420471082769225
mnist,9.0,7.0,0.12529081795061894,0.40513805052804536,0.2751256343692239,0.264754579537782,0.03860440109380761
mnist,9.0,8.0,0.16140642766260638,0.4120830588519086,0.24070786801463454,0.2421604932007595,0.01701941980668945
