dataset,left_side,right_side,threshold_value,clean_min,clean_max,clean_mean,clean_median,clean_stddev,modified_clean_min,modified_clean_max,modified_clean_mean,modified_clean_median,modified_clean_stddev
cifar10,1.0,2.0,0.16999999999999998,0.32387232780456543,0.9970115423202515,0.7589960098266602,0.7978389859199524,0.1531994789838791,0.6701263785362244,0.9508825540542603,0.8018710613250732,0.8024855852127075,0.060720618814229965
cifar10,1.0,2.0,0.17999999999999997,0.32387232780456543,0.9970115423202515,0.7589960098266602,0.7978389859199524,0.1531994789838791,0.674024760723114,0.951369047164917,0.8065348863601685,0.8076001405715942,0.06000075116753578
cifar10,1.0,2.0,0.18999999999999995,0.32387232780456543,0.9970115423202515,0.7589960098266602,0.7978389859199524,0.1531994789838791,0.6811413168907166,0.9518625736236572,0.8089263439178467,0.8082640171051025,0.05857225880026817
cifar10,1.0,3.0,0.1,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.003273238893598318,0.9818690419197083,0.21094276010990143,0.08555461466312408,0.2678983211517334
cifar10,1.0,3.0,0.11,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.0040453658439219,0.9832683205604553,0.2503669857978821,0.1262216418981552,0.2855406403541565
cifar10,1.0,3.0,0.12,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.005309548228979111,0.9837204217910767,0.2778112292289734,0.15261052548885345,0.29358091950416565
cifar10,1.0,3.0,0.13,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.007032858207821846,0.9840758442878723,0.3097130358219147,0.1931494176387787,0.30172616243362427
cifar10,1.0,3.0,0.13999999999999999,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.008732140995562077,0.9850644469261169,0.3308265209197998,0.20917248725891113,0.30802980065345764
cifar10,1.0,3.0,0.14999999999999997,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.010297472588717937,0.9866153001785278,0.3463081121444702,0.2230468988418579,0.312402606010437
cifar10,1.0,3.0,0.15999999999999998,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.010864915326237679,0.9863998889923096,0.3535163998603821,0.23195256292819977,0.3124025762081146
cifar10,1.0,3.0,0.16999999999999998,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.012009222991764545,0.9858784675598145,0.3605215549468994,0.2371579110622406,0.3132439851760864
cifar10,1.0,3.0,0.17999999999999997,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.012314100749790668,0.9849468469619751,0.36869901418685913,0.2545502483844757,0.3132225573062897
cifar10,1.0,3.0,0.18999999999999995,0.6490955352783203,0.9979270696640015,0.9310861825942993,0.974134624004364,0.09868647903203964,0.011669623665511608,0.9849832653999329,0.3719208240509033,0.27031370997428894,0.3133779764175415
