dataset,left_side,right_side,min,max,median,stddev
cifar10,0.0,1.0,0.1317317018300684,0.5045517454262142,0.2784303111234536,0.2639193197560568,0.0615440648587252
cifar10,0.0,2.0,0.11432724769511664,0.547948453500306,0.20323124154532698,0.191752013853538,0.0736367297590902
cifar10,0.0,3.0,0.09674399688529779,0.5065975250073749,0.1917504952640719,0.18273908494523086,0.05290458441067191
cifar10,0.0,4.0,0.11603046618902953,0.4313791534541955,0.17459721183068427,0.14955657902160382,0.06118418480110036
cifar10,0.0,5.0,0.10612697278784662,0.5237727989614637,0.1827000661085422,0.16691289223202932,0.04482461438299742
cifar10,0.0,6.0,0.11178675241607222,0.44578392565654523,0.14651690869607,0.1349055228750989,0.043499420973755656
cifar10,0.0,7.0,0.08993270769536567,0.5097374577105572,0.14406305941342532,0.13448597566940257,0.035997662928220674
cifar10,0.0,8.0,0.07781739876862391,0.43872459111092327,0.26105992187565447,0.27806005718341187,0.06970707028796139
cifar10,0.0,9.0,0.07965985223938941,0.42293623983565065,0.1989703632850249,0.18640536076461922,0.044191246205460624
cifar10,1.0,0.0,0.16323695462428592,0.6508757764437947,0.26320691157895465,0.22415168207120456,0.09990302212015872
cifar10,1.0,2.0,0.08135350972029479,0.4268790406502017,0.213740559946391,0.21463539959064643,0.04687208466031845
cifar10,1.0,3.0,0.08821879309261771,0.5479915482918406,0.20019970149678726,0.20019278373914817,0.04540239527724645
cifar10,1.0,4.0,0.13333779876008642,0.5302745261681637,0.19749018181560468,0.18385612423872139,0.048258052067976676
cifar10,1.0,5.0,0.1038874936250452,0.472646409299855,0.17082215757890196,0.15659367281827888,0.0577380069452956
cifar10,1.0,6.0,0.09261434574787959,0.5216612473869556,0.18579878902985894,0.1864598987103731,0.03640357324593069
cifar10,1.0,7.0,0.13197410952012498,0.46605603786683164,0.227613111086821,0.21927832753854587,0.039073092522628555
cifar10,1.0,8.0,0.07086249143252589,0.6586139827859138,0.5802213862758474,0.6076950006738486,0.10821924830160674
cifar10,1.0,9.0,0.08309670850014644,0.4787998142896714,0.2583799093440118,0.2637890831669146,0.08142978558269552
cifar10,2.0,0.0,0.0614333606375946,0.5920014133524972,0.19654932241282028,0.19377822376657192,0.09482121753849627
cifar10,2.0,1.0,0.11045698740990678,0.6665975343791624,0.27186315189902827,0.25462077951745987,0.064087104389288
cifar10,2.0,3.0,0.42262174747340736,0.5501285051712729,0.5442950498088569,0.5443372969464744,0.0046092490653034494
cifar10,2.0,4.0,0.39415789404417684,0.42030046691909567,0.4071900467648129,0.4068147255220511,0.003944452560086112
cifar10,2.0,5.0,0.08840437088756636,0.6665770667783851,0.4289098268294061,0.3489356021227698,0.16720443797419549
cifar10,2.0,6.0,0.09816251179515774,0.5478314506379508,0.14823871879045253,0.1259169885635199,0.06155988512296701
cifar10,2.0,7.0,0.4428445622305583,0.48629576721533674,0.477787668477984,0.4781534786549109,0.004329503267918152
cifar10,2.0,8.0,0.10095743473502085,0.47664164085572075,0.23890918211923529,0.2297857023238894,0.03937808915613709
cifar10,2.0,9.0,0.14656958677936519,0.6665310176877869,0.3403323063812287,0.33825405930727515,0.04693524905897921
cifar10,3.0,0.0,0.11860613967912581,0.5306771515794998,0.2446681916324614,0.25046279086115775,0.060972065366603705
cifar10,3.0,1.0,0.0787207261949449,0.49045435752043415,0.28127097989602373,0.27189561674577306,0.04807460997569137
cifar10,3.0,2.0,0.47848580861599777,0.5291808950858974,0.4944410737800571,0.4927564282688313,0.008148149029185368
cifar10,3.0,4.0,0.25300459420839716,0.6664211019840071,0.3154644973658579,0.27284886459519486,0.0905037035700247
cifar10,3.0,5.0,0.08247351289127745,0.6665693040369236,0.2758460006617293,0.19408076548492753,0.1512083494156229
cifar10,3.0,6.0,0.3080924322692487,0.4252218872887095,0.3581461100058568,0.35927029114702264,0.020519306487461253
cifar10,3.0,7.0,0.15583265906456575,0.47881010375406663,0.3190705124210237,0.31515898441912393,0.058806656194583716
cifar10,3.0,8.0,0.09925962427834051,0.6666690862180461,0.276111830703639,0.27319241168829733,0.03228449923957716
cifar10,3.0,9.0,0.15814129176160074,0.666670142597143,0.2703205180662718,0.2549168588556532,0.04872314357721659
cifar10,4.0,0.0,0.08545394448504896,0.467664668641462,0.1603583305768429,0.12300550089424195,0.07225620591396259
cifar10,4.0,1.0,0.1005170363395646,0.6021725897002751,0.16957501353626345,0.15826862699781075,0.039954392826770845
cifar10,4.0,2.0,0.6666234870386697,0.6667144955039676,0.6666677635838908,0.666668026137664,1.3860950707657613e-05
cifar10,4.0,3.0,0.3708112680753273,0.37193228607229,0.37142047156958713,0.37141276561189057,0.00011959080095103638
cifar10,4.0,5.0,0.07186827419805525,0.666401892937433,0.3589969017553146,0.3467873349708104,0.20369364601551754
cifar10,4.0,6.0,0.33785419130780525,0.6668073474507041,0.5246357194208431,0.40536866083842915,0.13154080497514806
cifar10,4.0,7.0,0.10573559143205914,0.6664633915466293,0.270589735376779,0.2534106586939112,0.10570000274261888
cifar10,4.0,8.0,0.09127761568849309,0.5479655147967074,0.17792359477035358,0.1731952921526184,0.04153716577368329
cifar10,4.0,9.0,0.1566315624226454,0.5479273020035483,0.27028422363009663,0.25820209111503145,0.04221134809779481
cifar10,5.0,0.0,0.12904886286502362,0.43825957831982737,0.23660896697602607,0.23252317937088463,0.02500380367616614
cifar10,5.0,1.0,0.14061715133894948,0.44495108841286973,0.27791609698604575,0.26964683808507905,0.03021818399722036
cifar10,5.0,2.0,0.07140840109518143,0.4716042240365372,0.2503202062682302,0.23077411088933122,0.08007876681767737
cifar10,5.0,3.0,0.40544908525039197,0.4306394474132291,0.41798992705278293,0.4179502742174287,0.003890636435306767
cifar10,5.0,4.0,0.09595999925374198,0.4756592125306804,0.26614093345077183,0.2578307188084833,0.09409523548967223
cifar10,5.0,6.0,0.1189312198651314,0.6665415194916536,0.21732338263505485,0.15900349498502991,0.12589340782556357
cifar10,5.0,7.0,0.08673770411652405,0.6663388518378226,0.2687956904569214,0.2595168242342024,0.047137893355962794
cifar10,5.0,8.0,0.09194291938848642,0.43689942525314995,0.24532733076516,0.2456341749026209,0.02960198675815954
cifar10,5.0,9.0,0.07704372188150231,0.4699798831527983,0.26064005741108004,0.2603931450284219,0.028558132672844523
cifar10,6.0,0.0,0.10564871165955098,0.4871754037789902,0.20146554780621806,0.18589557786162453,0.07180991097315473
cifar10,6.0,1.0,0.12791488509618879,0.49799922948516845,0.2798609168255457,0.280066343971789,0.045968689821223284
