dataset,left_side,right_side,min,max,median,stddev
cifar10,6.0,2.0,0.16449858251018615,0.5477257998350638,0.29122804344608316,0.2918625729188282,0.0627655458235794
cifar10,6.0,3.0,0.23392698907527099,0.3739430412848929,0.27449063237031873,0.26997951450097574,0.020383286910143055
cifar10,6.0,4.0,0.6064604046719365,0.6665494040647072,0.6599977678701648,0.6664638085000794,0.010787667723357538
cifar10,6.0,5.0,0.26261671086373145,0.3176917858310781,0.2822360971911205,0.2794761441451742,0.011170305731433154
cifar10,6.0,7.0,0.130599718803871,0.5479407316377539,0.3383770707038491,0.3281475733468742,0.07708336994537127
cifar10,6.0,8.0,0.07578512279949394,0.5479430938818804,0.14549541139463162,0.1313643208404853,0.046568976448390566
cifar10,6.0,9.0,0.14687825802048435,0.6666124931404042,0.2968436643517325,0.2777454457045473,0.06012976923032288
cifar10,7.0,0.0,0.0820899445478681,0.6667498672859681,0.200545330815865,0.15855334855794045,0.10900184342733146
cifar10,7.0,1.0,0.07439458314046364,0.47801405634671074,0.18086703502320542,0.1882481061773088,0.05684156050512789
cifar10,7.0,2.0,0.6665257314988071,0.6666801152180756,0.6666073680807137,0.6666079986220497,2.1760214751928488e-05
cifar10,7.0,3.0,0.1579970969681724,0.4742291700877219,0.26884362708403553,0.2452852376728893,0.05970616439664486
cifar10,7.0,4.0,0.06612867052816623,0.6665614364227098,0.13099712967989627,0.0982816558456411,0.12629162938242783
cifar10,7.0,5.0,0.14943972214535747,0.49321118543427783,0.24594175955724418,0.22039774543191926,0.07224914495339217
cifar10,7.0,6.0,0.14468247296223594,0.6661757014114854,0.25745447911759645,0.23009821384248424,0.0883871545662192
cifar10,7.0,8.0,0.07412545470132374,0.4117748655064779,0.1815087397400855,0.17731122282267364,0.0357268702594333
cifar10,7.0,9.0,0.14267256692927827,0.43199677748958937,0.3022958256232124,0.2953440178551543,0.04340982590885971
cifar10,8.0,0.0,0.07130638019415805,0.41199819519894226,0.19985646445645733,0.200215719403231,0.04496251191339016
cifar10,8.0,1.0,0.38339251428756477,0.6665542577254457,0.4786203746075638,0.47495951132523256,0.0338946278483902
cifar10,8.0,2.0,0.08368975030503521,0.48430822876099394,0.17903436646388962,0.16328631040286778,0.04624984044986434
cifar10,8.0,3.0,0.08399881427165577,0.48431557724189656,0.2012719197302084,0.19818244644462701,0.048783689752526324
cifar10,8.0,4.0,0.10482606821857639,0.6664428377273367,0.19131347475350313,0.1709946033297841,0.05432617764001085
cifar10,8.0,5.0,0.12765963398729155,0.5479584155395483,0.2326609462803893,0.22238449233596266,0.05956101366630397
cifar10,8.0,6.0,0.11632003841636666,0.6104830654139272,0.16277144043927055,0.13453664495616274,0.06639582939111537
cifar10,8.0,7.0,0.07051302227150646,0.4234122215070793,0.1313593615212416,0.11982759582941024,0.0449154089436108
cifar10,8.0,9.0,0.126843794414102,0.6665616310552034,0.25998576231034964,0.23671355545871564,0.10178386208966553
cifar10,9.0,0.0,0.15849205897039034,0.4458999762716421,0.253478909774922,0.2515866106850667,0.03307505221602492
cifar10,9.0,1.0,0.12503952505234614,0.5461151758529739,0.25685697693737464,0.25006150161689344,0.040897230665607194
cifar10,9.0,2.0,0.13563476963377355,0.5480343918177086,0.23712158734553307,0.19845746601189151,0.07668667763429494
cifar10,9.0,3.0,0.10705702236719954,0.6665797429019639,0.21213920829902552,0.18779311975756557,0.06863805380366418
cifar10,9.0,4.0,0.09761654094407167,0.6665329015650318,0.22609647944919403,0.2294570143485698,0.046893682577861535
cifar10,9.0,5.0,0.07379728636294523,0.5479940987894784,0.192845415690195,0.1830343287365604,0.06401758829135012
cifar10,9.0,6.0,0.1242191484788628,0.5251858663337297,0.2164064509684543,0.17181844393745138,0.09233800903194138
cifar10,9.0,7.0,0.1539053579399705,0.48559795982064474,0.22256619317451004,0.21240998460787192,0.03797180484970466
cifar10,9.0,8.0,0.11473216939232617,0.5114270136427401,0.18003124739725962,0.17736855944794566,0.026841249776469723
