dataset,left_side,right_side,min,max,median,stddev
fashion_mnist,4.0,9.0,0.1012533417101353,0.4200925520234316,0.14116048686308766,0.1418135958434973,0.011317591837505527
fashion_mnist,5.0,0.0,0.16442521443731295,0.37148892731457206,0.2654528279127215,0.2699913898872727,0.026423791730961516
fashion_mnist,5.0,1.0,0.11875934212199324,0.4659450479040949,0.30687991871851067,0.3055998781593082,0.04547837751420141
fashion_mnist,5.0,2.0,0.10708127965142676,0.37858410668816794,0.2569372155641697,0.24685601989338432,0.05367394439494488
fashion_mnist,5.0,3.0,0.14060539860728427,0.27666165210611193,0.22538489327597178,0.23480437613520722,0.02544312930097429
fashion_mnist,5.0,4.0,0.08975337943302013,0.3871755532179479,0.18385771043584906,0.18348278739639887,0.04576958880040431
fashion_mnist,5.0,6.0,0.10392121591903399,0.30234152874811254,0.19088389579729037,0.18959022821951244,0.03257751255376453
fashion_mnist,5.0,7.0,0.2016484467143338,0.43043003331670304,0.2446528843223956,0.22557306854170012,0.046825824325901676
fashion_mnist,5.0,8.0,0.14957561908294767,0.40540554312187477,0.23262783152436592,0.23270707508776436,0.027715883978084114
fashion_mnist,5.0,9.0,0.08243727333160168,0.3878227101914998,0.16470533193819706,0.16528788776913267,0.03191947158794791
fashion_mnist,6.0,0.0,0.05382604070721097,0.4868772884782866,0.23913713660437436,0.25654134558462616,0.06127550704561477
fashion_mnist,6.0,1.0,0.07409048975824328,0.3574041096100149,0.18267326444860263,0.1831148883903032,0.01758682491367919
fashion_mnist,6.0,2.0,0.13826806877992948,0.4827527091025537,0.24840900797364107,0.24610186949299365,0.04707910421390844
fashion_mnist,6.0,3.0,0.1585785354400559,0.4208615664261495,0.18019860404392113,0.1744306373652818,0.023589364896722316
fashion_mnist,6.0,4.0,0.09627645181571554,0.6665845316080584,0.16144505027861192,0.1539514795067983,0.06601922294797356
fashion_mnist,6.0,5.0,0.1605198477573746,0.455802753552814,0.1851210277602467,0.1800172254097398,0.019709673495879407
fashion_mnist,6.0,7.0,0.17227958423280898,0.2562167123228189,0.19657040809877838,0.19677717305813364,0.004103002529555361
fashion_mnist,6.0,8.0,0.14594909212620882,0.4109902439763422,0.1835737519815851,0.17840862566581583,0.028659770222559985
fashion_mnist,6.0,9.0,0.1287098060660606,0.1994993886635044,0.17540288399030918,0.1765923428873068,0.011408568362727637
fashion_mnist,7.0,0.0,0.19659003313593906,0.2825064458262446,0.23183759590610853,0.23585163056593056,0.008922245347671708
fashion_mnist,7.0,1.0,0.18896099910266037,0.44167974775087365,0.20032911086602673,0.19667305362832957,0.012779085614273484
fashion_mnist,7.0,2.0,0.22046370255293346,0.3590074775934832,0.28418135777204234,0.28506338738177783,0.01946477924975519
fashion_mnist,7.0,3.0,0.1475441839190909,0.24072360472595491,0.18693185792066366,0.1875535431981808,0.00778817809766769
fashion_mnist,7.0,4.0,0.174329899082041,0.4113473058230048,0.21180193690585705,0.21020249026685275,0.014387849898341468
fashion_mnist,7.0,5.0,0.1993284383128466,0.40493056421131196,0.29088586795139226,0.29224346945018653,0.020271865866747153
fashion_mnist,7.0,6.0,0.24709768754602612,0.40103225324336184,0.28277326921511836,0.28297085872471056,0.008519977717589777
fashion_mnist,7.0,8.0,0.14779414964781085,0.44411777277240505,0.23585208370092706,0.23476508640329197,0.016481788989363737
fashion_mnist,7.0,9.0,0.08728226500258897,0.4217031072969178,0.20095300425655188,0.20033914807567155,0.026388124209741782
fashion_mnist,8.0,0.0,0.12050858940233249,0.4597697504659301,0.24230935455665875,0.23038762694423018,0.035505759955441335
fashion_mnist,8.0,1.0,0.12715581666979645,0.42695920493721573,0.20635011232501063,0.20606958288148236,0.02702002397663966
fashion_mnist,8.0,2.0,0.10230650014576496,0.5173736268651253,0.24305147372553793,0.2540317629966391,0.04504517627367963
fashion_mnist,8.0,3.0,0.08821158573432956,0.41218484711259756,0.22310387612192703,0.2263802991494186,0.03232311737312691
fashion_mnist,8.0,4.0,0.15867010215743516,0.4267627640379162,0.26984687257894097,0.2672802858690351,0.02776512520624011
fashion_mnist,8.0,5.0,0.14133031397883686,0.3245980763802667,0.1764918931200598,0.17516090575156162,0.01338563983741165
fashion_mnist,8.0,6.0,0.08469014648275859,0.45676662607663937,0.26326528758187917,0.2632020672100983,0.0299881184689331
fashion_mnist,8.0,7.0,0.18046776590445135,0.37973839411516846,0.2552587892627372,0.2559837049706517,0.013278907501863411
fashion_mnist,8.0,9.0,0.14807931913029887,0.3970385613153395,0.1939534782897018,0.19379384944694777,0.012025542042750664
fashion_mnist,9.0,0.0,0.09349560605035089,0.4841807743494437,0.2623280128124689,0.26029077439611126,0.022331476366053
fashion_mnist,9.0,1.0,0.21698099145672764,0.42734977027380117,0.2492227011819914,0.24665788298512448,0.01046237968713697
fashion_mnist,9.0,2.0,0.19695068491577983,0.46174546915073705,0.32164324258739213,0.32475823435632534,0.03014673532310508
fashion_mnist,9.0,3.0,0.178717232564927,0.44260699001940534,0.20245352387464793,0.20060075770523778,0.011891076290630525
fashion_mnist,9.0,4.0,0.06757891992926353,0.4384096140941824,0.2405384551996528,0.23371246044326105,0.021231650004527806
fashion_mnist,9.0,5.0,0.11199420146638024,0.4320897261489724,0.22228182214068257,0.22127555587233977,0.01658926353753438
fashion_mnist,9.0,6.0,0.20026882695585072,0.41926147319231544,0.24775685432904754,0.24497155367232254,0.023548612431274332
fashion_mnist,9.0,7.0,0.10367165833804115,0.36936384732577804,0.1979206647160325,0.19727824854041498,0.01667273701479969
fashion_mnist,9.0,8.0,0.20986139392212375,0.29933041346121275,0.24863781267605894,0.24992007398504706,0.012379849031808398
