dataset,left_side,right_side,min,max,median,stddev
fashion_mnist,0.0,1.0,0.11786706453458735,0.42685244377930504,0.18073660977237518,0.18054185850097115,0.019545117319387798
fashion_mnist,0.0,2.0,0.16559385406194468,0.46391156720006177,0.2674594000243796,0.26863137247899027,0.028535741214815336
fashion_mnist,0.0,3.0,0.1658841854373059,0.45284724096857015,0.2267397408287868,0.21973822934031384,0.031515383152732744
fashion_mnist,0.0,4.0,0.12358831492496118,0.4389127703300375,0.22497213891573506,0.23269957535752545,0.028712327111617603
fashion_mnist,0.0,5.0,0.15150504715099564,0.42118228588129974,0.23450032091180584,0.23733907074973853,0.013934758218267835
fashion_mnist,0.0,6.0,0.11674066069676775,0.6665222029792571,0.2488226420226326,0.24072717056726756,0.06894247015894985
fashion_mnist,0.0,7.0,0.13895705719609333,0.33130277729433705,0.1942889935333191,0.19494716334292125,0.010368359754216521
fashion_mnist,0.0,8.0,0.1696401851348004,0.43418844408140433,0.2708470213441869,0.27154333563677774,0.01642669284671484
fashion_mnist,0.0,9.0,0.18843075100407855,0.4251935724616965,0.22949520167689827,0.22584307424297517,0.028760297593365586
fashion_mnist,1.0,0.0,0.0917705720241442,0.43888748340158906,0.2630352520887276,0.2651233724329947,0.01787415074073389
fashion_mnist,1.0,2.0,0.17227457684342337,0.34409028137898606,0.1978772598271061,0.19820106912560148,0.009692188322682677
fashion_mnist,1.0,3.0,0.1652431022209808,0.37672708847535263,0.2110176195000381,0.20796142009907828,0.014331005697853203
fashion_mnist,1.0,4.0,0.1589757945658472,0.3415351018825123,0.18310313476286585,0.1815979780128108,0.013671008361755421
fashion_mnist,1.0,5.0,0.1808233444631638,0.35674592192141313,0.1998002123647873,0.19937600415738915,0.011052229911514801
fashion_mnist,1.0,6.0,0.12501598806708272,0.4448428523699162,0.22014328139595324,0.21967353090647646,0.015108707683650219
fashion_mnist,1.0,7.0,0.11802941998617984,0.2844861309270013,0.15737962845671827,0.15849848265692415,0.006947576294312687
fashion_mnist,1.0,8.0,0.1526986177925651,0.35022480490318414,0.16363332210812087,0.15565303092346083,0.026557932406093
fashion_mnist,1.0,9.0,0.1275345740235845,0.18570655701813965,0.16307764843225447,0.16351221879985675,0.0061197410738867575
fashion_mnist,2.0,0.0,0.1704382162897304,0.4150312813254626,0.27804544010757126,0.27322405994217125,0.024607170073390063
fashion_mnist,2.0,1.0,0.16996223118394105,0.34417691426458735,0.20291809784503406,0.20159713489186795,0.011013990986870998
fashion_mnist,2.0,3.0,0.11100878332091518,0.37953067929263024,0.20584836661827324,0.20538003292569715,0.013492584388365338
fashion_mnist,2.0,4.0,0.15505818455642636,0.47876204871667083,0.19361428295698443,0.16848275232691148,0.05473160861223637
fashion_mnist,2.0,5.0,0.091200775495534,0.2435240894148143,0.11255567660787527,0.11195249695494824,0.007510750778176228
fashion_mnist,2.0,6.0,0.10957203653926023,0.4347554196402304,0.20492960820662187,0.19541904101623253,0.03716569281210228
fashion_mnist,2.0,7.0,0.11942792290189426,0.261468486207412,0.1604945600304399,0.1585967669428498,0.010848035410466469
fashion_mnist,2.0,8.0,0.10640313978677048,0.6664003318361434,0.27332689484683975,0.2745711218508844,0.017976977325281914
fashion_mnist,2.0,9.0,0.09991008813432335,0.15225502583738681,0.1428801918234379,0.14363487944854753,0.0036528486842828914
fashion_mnist,3.0,0.0,0.18458972242904506,0.5479459481905036,0.27854874988434597,0.26886734757064684,0.05457082116372243
fashion_mnist,3.0,1.0,0.17138659277217325,0.4361648163698601,0.22962054275172963,0.22201374717146588,0.030317771244993276
fashion_mnist,3.0,2.0,0.09852050017187493,0.35109750802318707,0.19395300777214736,0.191800685659182,0.02015616167121519
fashion_mnist,3.0,4.0,0.1664544522280202,0.40581716266583906,0.2557028187569379,0.26306989526380875,0.03477572062967283
fashion_mnist,3.0,5.0,0.16310068275862158,0.33700430816405524,0.18285264456531286,0.18325122963859936,0.011074216662583946
fashion_mnist,3.0,6.0,0.08479181444694955,0.44434568392738366,0.1881984021416423,0.18496138110473898,0.03115958741731996
fashion_mnist,3.0,7.0,0.1546611061945454,0.37153828230272595,0.1783233939563695,0.1760776380685939,0.012715033422227672
fashion_mnist,3.0,8.0,0.16266951586159548,0.45798619394689943,0.18137838531186662,0.17792384298489014,0.02038765414997139
fashion_mnist,3.0,9.0,0.09400184023587144,0.3227661888952084,0.12933911460065492,0.1304054382975749,0.010375275322318528
fashion_mnist,4.0,0.0,0.20195751456292219,0.39081729003868726,0.2314356182256377,0.22934095418484474,0.013494037789939753
fashion_mnist,4.0,1.0,0.1512811552137028,0.28858000275792145,0.20149566739701386,0.20069706271421678,0.006595542025861257
fashion_mnist,4.0,2.0,0.16391468164212872,0.43610767013330304,0.22289844641767959,0.21631572815544803,0.028827677991484425
fashion_mnist,4.0,3.0,0.1422328539717915,0.4391513722732791,0.2287327336487962,0.2351097930992858,0.025176731460161528
fashion_mnist,4.0,5.0,0.10658067512723934,0.43112854048275623,0.12118248391925242,0.11483964118325457,0.029052054625425427
fashion_mnist,4.0,6.0,0.1408574143832755,0.48437912591185955,0.22357048686249498,0.21885171113281593,0.039544851604914555
fashion_mnist,4.0,7.0,0.0831412491621591,0.14794586257353,0.1263261951620187,0.12724711092537988,0.005555374743541618
fashion_mnist,4.0,8.0,0.22004864970688276,0.36788658715204847,0.28450566724807264,0.2815330593529525,0.03805588079201488
